20160814_1001_1/1,29,0.496886075706,60.0,70.6,2016/08/14,10:01:42:582,-0.496886075706
20160814_1001_1/2,60,3.30554565345,70.6,67.4,2016/08/14,10:01:45:371,-3.30554565345
20160814_1001_1/3,29,0.758467488308,68.6,70.4,2016/08/14,10:01:50:119,-0.758467488308
20160814_1001_1/4,33,0.125559119437,75.3,69.2,2016/08/14,10:01:52:477,-0.125559119437
20160814_1001_1/5,44,0.42133318005,77.1,69.9,2016/08/14,10:01:55:035,-0.42133318005
20160814_1001_1/6,23,0.404418809536,77.9,64.7,2016/08/14,10:01:57:547,-0.404418809536
20160814_1002_0/0,29,0.772889295704,73.9,112.7,2016/08/14,10:02:35:734,2.36870335789
20160814_1002_0/2,97,0.812433620178,56.6,54.5,2016/08/14,10:02:46:452,2.32915903341
20160814_1002_0/3,75,1.54564941813,57.8,55.0,2016/08/14,10:02:48:627,1.59594323546
20160814_1002_0/4,102,0.657011740068,61.8,55.0,2016/08/14,10:02:50:585,2.48458091352
20160814_1002_0/5,36,0.972580108287,65.8,42.6,2016/08/14,10:02:57:400,2.1690125453
20160814_1002_1/0,38,0.51777182255,78.5,69.5,2016/08/14,10:02:00:200,-0.51777182255
20160814_1002_1/1,38,4.83312845533,66.2,91.5,2016/08/14,10:02:00:769,-4.83312845533
20160814_1002_1/10,69,0.55338421148,85.4,72.4,2016/08/14,10:02:09:884,-0.55338421148
20160814_1002_1/12,64,0.427123012729,91.3,72.4,2016/08/14,10:02:14:885,-0.427123012729
20160814_1002_1/13,51,6.27641282318,91.0,68.8,2016/08/14,10:02:17:263,-6.27641282318
20160814_1002_1/14,41,0.407511877992,94.3,68.8,2016/08/14,10:02:19:720,-0.407511877992
20160814_1002_1/15,58,6.19926016438,99.5,64.5,2016/08/14,10:02:22:296,-6.19926016438
20160814_1002_1/17,44,0.212065041461,100.0,63.8,2016/08/14,10:02:27:375,-0.212065041461
20160814_1002_1/18,57,0.502235169681,101.5,65.8,2016/08/14,10:02:29:797,-0.502235169681
20160814_1002_1/19,52,0.325854176947,105.0,66.2,2016/08/14,10:02:32:319,-0.325854176947
20160814_1002_1/2,62,6.20973529598,78.7,72.8,2016/08/14,10:02:02:283,-6.20973529598
20160814_1002_1/20,53,6.20765576649,103.5,57.8,2016/08/14,10:02:36:012,-6.20765576649
20160814_1002_1/21,44,0.709321767502,105.0,63.0,2016/08/14,10:02:39:062,-0.709321767502
