45.2 116.5 1.2
10:25:12:320 29
77 29 605 103 613 468 45 478 
45.2 116.5 45.2 116.2 45.3 116.5 45.6 116.8 45.8 117.2 45.8 117.3 45.4 117.1 45.4 116.8 44.7 116.3 45.3 116.3 46.5 116.5 46.2 116.4 46.3 116.6 46.5 116.7 46.5 116.3 46.5 116.2 46.5 116.2 46.4 116.3 47.2 116.4 47.3 116.3 47.6 116.6 47.6 116.6 47.3 116.8 47.0 116.9 46.0 117.3 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 45.5 117.3 
