 clusterID,  [WRuns  keys] 
1,20160816_1255_1/8,20160816_1255_1/3
10,20160816_1253_1/21
100,20160816_1227_1/12,20160816_1227_1/5,20160816_1227_1/4
1000,20160816_1545_1/48,20160816_1545_1/40,20160816_1545_1/44,20160816_1545_1/49,20160816_1545_1/46,20160816_1545_1/37,20160816_1545_1/39,20160816_1545_1/42,20160816_1545_1/41
1001,20160816_1546_1/35
1002,20160816_1546_1/2,20160816_1546_1/0,20160816_1545_1/58
1003,20160816_1545_1/3
1004,20160816_1546_1/5,20160816_1546_1/9
1005,20160816_1546_1/18,20160816_1546_1/16,20160816_1546_1/13,20160816_1546_1/20,20160816_1546_1/25
1006,20160816_1544_1/64,20160816_1544_1/62,20160816_1544_1/65
1007,20160816_1544_1/9
1008,20160816_1545_1/17
1009,20160816_1544_1/16
101,20160816_1227_1/11
1010,20160816_1544_1/3,20160816_1544_1/6
1011,20160816_1544_1/40,20160816_1544_1/7,20160816_1544_1/13,20160816_1544_1/11,20160816_1544_1/10
1012,20160816_1545_1/1,20160816_1544_1/68,20160816_1544_1/56,20160816_1544_1/60,20160816_1544_1/67,20160816_1544_1/63,20160816_1544_1/57,20160816_1545_1/2,20160816_1544_1/54
1013,20160816_1544_1/50,20160816_1544_1/22,20160816_1544_1/32,20160816_1544_1/18,20160816_1544_1/28,20160816_1544_1/27,20160816_1544_1/33,20160816_1544_1/25,20160816_1544_1/15,20160816_1544_1/24,20160816_1544_1/36,20160816_1544_1/31,20160816_1544_1/42,20160816_1544_1/39,20160816_1544_1/17,20160816_1544_1/51
1014,20160816_1543_1/44
1015,20160816_1549_1/2,20160816_1548_1/53,20160816_1549_1/4,20160816_1548_1/57,20160816_1548_1/54
1016,20160816_1548_1/34,20160816_1548_1/45,20160816_1548_1/42,20160816_1548_1/49,20160816_1548_1/30,20160816_1548_1/37,20160816_1548_1/31
1017,20160816_1548_1/27,20160816_1548_1/28
