key,length,raw_angle,x0,y0,date,time,cam_angle
20160816_1604_1/41,58,0.328512986,76,30.3,16-08-16,16:04:41:721,-0.328512986
20160816_1604_1/42,23,3.85060863,90,70.3,16-08-16,16:04:43:143,-3.85060863
20160816_1604_1/44,37,0.059786758,78.8,29.6,16-08-16,16:04:44:596,-0.059786758
20160816_1604_1/43,38,0.067088303,80.5,30.3,16-08-16,16:04:44:596,-0.067088303
20160816_1604_1/45,40,0.141968259,73.5,26.5,16-08-16,16:04:47:159,-0.141968259
20160816_1604_1/48,95,0.987357063,34.7,61,16-08-16,16:04:48:268,-0.987357063
20160816_1604_1/49,33,0.067355689,80.8,25.3,16-08-16,16:04:49:862,-0.067355689
20160816_1604_1/50,31,3.096873321,67.2,67.2,16-08-16,16:04:51:487,-3.096873321
20160816_1604_1/51,33,0.333923084,79,23,16-08-16,16:04:52:534,-0.333923084
20160816_1604_1/52,146,6.147580558,38.4,58.8,16-08-16,16:04:58:659,-6.147580558
20160816_1604_1/53,77,3.221607088,40.5,56.2,16-08-16,16:04:59:331,-3.221607088
20160816_1605_1/0,43,5.344769406,90.1,38.6,16-08-16,16:05:01:269,-5.344769406
20160816_1605_1/1,62,3.188063917,41.4,54.8,16-08-16,16:05:02:066,-3.188063917
20160816_1605_1/2,25,6.050104913,88.3,42,16-08-16,16:05:05:441,-6.050104913
20160816_1605_1/3,22,0.249294598,89.3,39.1,16-08-16,16:05:10:598,-0.249294598
20160816_1605_1/4,26,0.882866841,73.8,40.8,16-08-16,16:05:20:755,-0.882866841
20160816_1605_1/5,107,3.805488152,49.6,51.6,16-08-16,16:05:22:411,-3.805488152
20160816_1605_1/7,26,0.241926119,74.9,65.1,16-08-16,16:05:23:755,-0.241926119
20160816_1605_1/8,76,0.782753733,77.2,64.3,16-08-16,16:05:27:474,-0.782753733
20160816_1605_1/10,45,0.2065023,75.2,58,16-08-16,16:05:30:240,-0.2065023
20160816_1605_1/11,129,0.567141035,45.2,31,16-08-16,16:05:31:927,-0.567141035
20160816_1605_1/13,27,3.712045986,80.3,62.3,16-08-16,16:05:33:115,-3.712045986
20160816_1605_1/14,53,0.310002713,77,64.4,16-08-16,16:05:35:693,-0.310002713
20160816_1605_1/15,27,2.982680873,48.8,25.5,16-08-16,16:05:36:584,-2.982680873
20160816_1605_1/16,26,2.83955144,49.4,27.6,16-08-16,16:05:36:600,-2.83955144
20160816_1605_1/18,32,6.177895685,60.5,45.5,16-08-16,16:05:40:553,-6.177895685
20160816_1605_1/19,60,0.261225922,79.5,65.8,16-08-16,16:05:41:288,-0.261225922
20160816_1605_1/21,70,3.767993127,31,19.8,16-08-16,16:05:42:475,-3.767993127
20160816_1605_1/20,25,0.227741553,59.2,46.6,16-08-16,16:05:42:647,-0.227741553
20160816_1605_0/17,27,2.958745528,131.4,23.6,16-08-16,16:05:42:913,0.182847125
20160816_1605_1/23,60,0.836829608,83,67.5,16-08-16,16:05:44:350,-0.836829608
20160816_1605_1/22,22,3.179418162,82,36.5,16-08-16,16:05:44:522,-3.179418162
20160816_1605_0/19,23,3.111165891,95.3,67.5,16-08-16,16:05:45:772,0.030426763
20160816_1605_1/26,98,4.357705787,31,29.3,16-08-16,16:05:46:679,-4.357705787
20160816_1605_1/27,98,1.216113134,31,29.3,16-08-16,16:05:46:679,-1.216113134
20160816_1605_1/24,53,0.119884464,79.5,65,16-08-16,16:05:46:960,-0.119884464
20160816_1605_1/25,49,0.115802546,78.2,64.2,16-08-16,16:05:46:991,-0.115802546
20160816_1605_1/28,61,0.036790621,84.8,27.5,16-08-16,16:05:47:038,-0.036790621
20160816_1605_1/30,96,0.02472045,84.5,30,16-08-16,16:05:49:569,-0.02472045
20160816_1605_1/31,29,3.148237227,41.6,38,16-08-16,16:05:51:179,-3.148237227
20160816_1605_1/32,29,3.148237227,41.6,38,16-08-16,16:05:51:179,-3.148237227
20160816_1605_1/33,48,0.08227814,83.4,62.8,16-08-16,16:05:53:742,-0.08227814
20160816_1605_1/35,33,3.411674928,56.1,49.7,16-08-16,16:05:54:351,-3.411674928
20160816_1605_1/34,33,0.270082274,56.1,49.7,16-08-16,16:05:54:351,-0.270082274
20160816_1605_1/36,73,6.238341268,39,46,16-08-16,16:05:54:570,-6.238341268
20160816_1605_1/37,53,0.213158284,87.5,70,16-08-16,16:05:57:539,-0.213158284
20160816_1605_1/38,44,1.306113242,55,50.5,16-08-16,16:05:59:008,-1.306113242
20160816_1606_1/1,43,4.174819663,39,55.5,16-08-16,16:06:00:023,-4.174819663
20160816_1606_1/0,35,0.074607637,61.8,45.4,16-08-16,16:06:00:086,-0.074607637
20160816_1606_1/3,61,0.465936939,85.5,62.5,16-08-16,16:06:03:274,-0.465936939
20160816_1606_1/2,61,0.465936939,85.5,62.5,16-08-16,16:06:03:274,-0.465936939
20160816_1606_1/6,69,0.210882518,86,60.9,16-08-16,16:06:05:727,-0.210882518
20160816_1606_1/9,90,0.143373643,90.4,58.4,16-08-16,16:06:11:399,-0.143373643
20160816_1606_1/10,33,0.563509588,95.3,62.8,16-08-16,16:06:14:556,-0.563509588
20160816_1606_1/11,50,1.307039681,36.8,50.5,16-08-16,16:06:15:556,-1.307039681
20160816_1606_1/12,130,6.177595997,75.2,84.8,16-08-16,16:06:18:603,-6.177595997
20160816_1606_1/13,88,5.994351546,39.2,42.7,16-08-16,16:06:19:165,-5.994351546
20160816_1606_1/14,84,5.849255396,42.3,44,16-08-16,16:06:19:197,-5.849255396
20160816_1606_1/15,80,0.391640079,68.5,83.3,16-08-16,16:06:21:244,-0.391640079
20160816_1606_1/16,26,5.914102801,43.4,44.4,16-08-16,16:06:22:634,-5.914102801
20160816_1606_1/17,73,5.509273806,43.5,43.8,16-08-16,16:06:22:994,-5.509273806
20160816_1606_1/18,70,5.55141259,43,45.2,16-08-16,16:06:23:025,-5.55141259
20160816_1606_1/19,49,0.365611352,59.5,73.5,16-08-16,16:06:25:291,-0.365611352
20160816_1606_1/20,65,0.073478459,67,72,16-08-16,16:06:25:900,-0.073478459
20160816_1606_1/21,64,0.060565247,68.8,71.4,16-08-16,16:06:25:916,-0.060565247
20160816_1606_1/22,105,6.240942699,65.8,79.8,16-08-16,16:06:28:010,-6.240942699
20160816_1606_1/23,95,0.640110975,57.8,78.3,16-08-16,16:06:30:291,-0.640110975
20160816_1606_1/24,81,0.115690905,61,80.8,16-08-16,16:06:32:604,-0.115690905
20160816_1606_0/21,53,3.492274093,98.5,83,16-08-16,16:06:32:885,-0.350681439
20160816_1606_1/25,72,0.188590426,91.5,39,16-08-16,16:06:34:355,-0.188590426
20160816_1606_1/26,90,0.019596721,62.8,73.5,16-08-16,16:06:34:902,-0.019596721
20160816_1606_1/27,87,5.888777964,59.8,77.8,16-08-16,16:06:37:105,-5.888777964
20160816_1606_1/28,38,4.214693303,94.8,27.8,16-08-16,16:06:38:433,-4.214693303
20160816_1606_1/29,42,0.866407712,62.3,82.8,16-08-16,16:06:39:230,-0.866407712
