103,587.1428571428571,6.09620020527,15,39,7
105,583.3333333333334,6.2779039253,15,40,6
107,592.0,6.0448682519,15,41,5
109,630.0,6.05130538059,15,40,4
110,468.57142857142856,6.06662459598,15,40,7
12,622.2222222222222,6.01027348977,15,59,9
122,460.0,6.20806317846,15,45,7
126,526.6666666666666,6.06869551241,15,42,6
133,541.7647058823529,5.90733684341,15,45,17
135,610.0,6.10050005171,15,45,9
140,436.0,6.09068061735,15,46,5
146,625.0,6.00838404224,15,44,4
147,467.77777777777777,6.05357976766,15,44,9
148,555.7142857142857,6.00603372209,15,44,14
150,463.3333333333333,6.28159738132,15,24,6
152,566.6666666666666,6.09940405415,15,25,6
153,415.0,0.00422359682466,15,24,6
157,618.3333333333334,6.20475093082,15,26,6
159,606.6666666666666,6.14386006298,15,25,6
16,726.6666666666666,3.24690006832,15,57,3
160,684.2857142857143,6.14499845126,15,26,7
162,320.0,6.14353754608,15,27,3
164,286.6666666666667,0.409020548922,15,26,3
166,627.5,6.18683155414,15,26,4
167,559.0,6.14104181762,15,27,10
168,596.0,6.00476211692,15,26,5
169,555.0,6.09907422681,15,26,4
174,340.0,4.36612571481,15,23,3
18,492.22222222222223,6.05047442183,15,57,9
184,506.6666666666667,6.21870222759,15,22,3
186,578.1818181818181,6.08698251589,15,23,11
188,450.0,6.17301684033,15,24,3
19,510.0,6.16636935464,15,57,6
190,454.2857142857143,6.12037833186,15,25,7
193,688.8888888888889,6.12979378971,15,24,9
194,540.0,6.23715713023,15,24,9
196,611.4285714285714,6.04903262981,15,23,7
197,503.3333333333333,6.15464314054,15,30,6
198,599.0,6.13101305473,15,30,10
202,512.5,6.05884124849,15,30,4
203,726.6666666666666,6.0464823982,15,30,6
205,598.5714285714286,6.03479703547,15,30,7
206,775.0,6.01537563769,15,30,4
207,633.3333333333334,6.1410988928,15,30,12
208,278.0,2.68951192683,15,30,5
209,282.5,2.7623833914,15,30,4
21,476.0,5.78571136177,15,57,5
210,300.0,2.78692867367,15,30,4
211,512.0,6.11359824655,15,28,5
212,615.0,6.04476207633,15,29,6
213,430.0,5.80771370341,15,29,4
214,528.0,5.93153194105,15,29,5
215,783.75,5.91860661604,15,29,8
216,478.57142857142856,6.15134846036,15,30,7
218,387.5,6.09426010911,15,34,4
219,690.0,6.02244062194,15,33,4
22,456.0,6.1120815982,15,55,5
220,585.0,6.04742734854,15,33,8
221,510.0,5.84102130162,15,33,4
224,568.5714285714286,6.09436881967,15,34,7
225,681.6666666666666,6.13162541018,15,33,6
228,341.0,2.60979110085,15,31,10
23,558.5714285714286,6.03377200346,15,55,7
235,558.5714285714286,6.11488479393,15,31,7
236,492.0,5.91514789869,15,32,5
24,582.7272727272727,6.06945362828,15,54,11
243,655.0,6.09285646998,15,34,6
245,526.0,5.9534228585,15,34,5
249,746.0,1.46113367776,15,35,5
251,632.5,6.05444387069,15,35,4
252,762.0,5.88517885139,15,35,10
253,560.0,5.94734504867,15,35,5
254,624.0,5.9124042097,15,35,5
255,478.0,5.9659886888,15,35,5
268,420.0,0.147943449163,15,3,6
269,638.8888888888889,6.02946755853,15,3,9
27,310.0,2.67250581749,15,53,3
274,382.85714285714283,3.32601090078,15,1,7
277,320.0,3.40062907762,15,0,3
278,353.3333333333333,3.17795785054,15,0,3
279,637.5,6.16618210347,15,0,4
280,520.0,6.19845363571,15,0,4
281,400.0,3.26536596425,15,1,6
282,281.6666666666667,3.08343873996,15,0,6
284,407.5,3.2771945609,15,0,4
285,708.75,6.02371859186,15,2,8
286,596.6666666666666,5.8070579601,15,2,6
287,689.2307692307693,6.09711721058,15,2,13
288,635.0,6.12283275146,15,1,4
289,727.5,6.10561632876,15,1,4
296,623.0,6.24446048158,15,6,10
301,591.8181818181819,6.18294509303,15,6,11
302,630.0,6.22224522159,15,5,7
